Gene,GeneID,alphaTC,3T3,MDCT,AML12,B16F10,BW51473,C8D1A,EML6,LL2,N1E115,NE_4C,J774A,EML
Cers5,ENSMUSG00000023021.15,55.3743,103.436,133.699,49.1794,48.2786,106.237,41.7534,38.2635,50.4101,93.483,34.33,98.5977,38.2635
Cers6,ENSMUSG00000027035.10,1.31635,12.5337,9.23035,17.4252,8.47052,0.018794,10.4791,15.1493,7.01367,12.6541,7.74484,12.8227,15.1493
Ces1a,ENSMUSG00000071047.5,0.039639,9.09606,0.145617,0,0.257935,0,0,0,0,0.148522,0.039478,0,0
Ces1b,ENSMUSG00000078964.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Ces1c,ENSMUSG00000057400.14,0,0.143977,0,0,0,0,0,0,0,0,0,0,0
Ces1d,ENSMUSG00000056973.6,0,7.39747,0,0,0,0,0,0,0,0,0.038944,0,0
Ces1e,ENSMUSG00000061959.13,0,0.04521,0,0,0,0,0,0,0,0,0,0,0
Ces1f,ENSMUSG00000031725.8,0,1.36496,0,0,0,0,0.039205,0,0,0,0,0,0
Ces1g,ENSMUSG00000057074.6,0,14.5532,10.3845,0,0,0,0,0,0,0,0,0,0
Ces1h,ENSMUSG00000074156.6,0,0.181001,0,0,0,0,0,0,0,0,0,0,0
Ces2a,ENSMUSG00000055730.16,0,0,0,0.047944,0,0,0,0,0,0,0,0,0
Ces2b,ENSMUSG00000050097.6,1.28717,0.666815,0.530972,0.649238,0.606366,0.857005,0.28759,0.668145,0.423887,0.624019,0.670344,1.02024,0.668145
Ces2c,ENSMUSG00000061825.10,0,0,0,0.585576,0.04211,0,0,0,0,0,0,0.04426,0
Ces2e,ENSMUSG00000031886.14,0,0.311558,0.727752,0.627183,0,0,0,0,0.226379,0,0,0,0
Ces2f,ENSMUSG00000062826.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Ces2g,ENSMUSG00000031877.9,0,14.8809,0.29124,2.25337,0.028196,0.095661,0,0.030404,0.410396,0,0,0.061024,0.030404
Ces2h,ENSMUSG00000091813.4,0,0,0,0,0,0,0,0,0,0.059119,0,0,0
Ces3b,ENSMUSG00000062181.14,0,0,0,0,0,0,0,0,0,0,0,0,0
Ces4a,ENSMUSG00000060560.8,0,0,0,0,0,0.056758,0,0,0,0,0,0,0
Ces5a,ENSMUSG00000058019.13,0.370026,0,0,0,0,0.31035,0,0,0,0,0,0,0
Cetn1,ENSMUSG00000050996.7,0,0,0,0,0,0,0,0,0,0,0,0,0
Cetn2,ENSMUSG00000031347.12,103.595,49.5916,69.1118,50.5151,45.3856,55.9334,55.2933,96.4294,38.1085,12.9656,48.9866,34.4529,96.4294
Cetn3,ENSMUSG00000021537.9,99.5777,42.13,85.2579,71.9779,50.7767,144.254,54.5199,78.4954,59.501,71.4421,49.9595,33.9609,78.4954
Cetn4,ENSMUSG00000045031.18,5.55704,1.95033,21.1725,1.72638,7.87575,4.81106,15.1698,9.28606,9.59861,1.32233,0.56684,5.64027,9.28606
Cfap100,ENSMUSG00000048794.14,0.341517,2.96384,0.138587,0.054387,2.05667,0.039306,4.25624,0,0,0,0.873043,0,0
Cfap126,ENSMUSG00000026649.14,0.35792,0.392715,1.89,0.745379,7.39253,4.56198,4.03463,0.727171,2.66421,0.592481,2.14724,0.919808,0.727171
Cfap157,ENSMUSG00000038987.8,0.362836,0,0.11359,0,0.098317,0.123428,0,0.052329,0.044301,0.388107,0,0,0.052329
Cfap161,ENSMUSG00000011154.17,0,3.33084,0,0.053165,0.065046,0,0.059041,0,0.090535,0,0.740759,0,0
Cfap20,ENSMUSG00000031796.7,62.4917,59.9772,73.0788,30.3481,44.239,62.0703,47.4818,40.5006,43.3715,92.3966,106.037,34.6826,40.5006
Cfap206,ENSMUSG00000028294.15,0,0.153393,0.463813,0,0,0,0,0,0,0.064771,0.044763,0,0
Cfap221,ENSMUSG00000036962.12,0,0,0.037551,0,0,0,0,0,0,0.230015,0.237066,0,0
Cfap298,ENSMUSG00000022972.10,27.4531,16.6486,25.1444,9.91006,24.3791,36.1263,18.2737,22.4117,10.9049,23.0611,14.9511,10.9744,22.4117
Cfap299,ENSMUSG00000057816.7,0,0.767857,0.126599,0,0,0,0.827044,0,0.200811,0.096778,0.206291,0,0
Cfap300,ENSMUSG00000053070.5,3.72341,9.84849,20.236,1.15003,14.4268,3.21272,6.78798,0,6.90914,5.88111,13.1326,0,0
Cfap36,ENSMUSG00000020462.14,68.7822,37.4118,68.0505,32.9558,59.2833,19.3144,32.178,22.8567,34.1024,57.0824,32.2423,23.8194,22.8567
Cfap410,ENSMUSG00000020284.16,16.7967,12.709,27.0038,13.6358,17.8713,5.15097,12.4588,8.77255,8.14287,8.54243,1.86403,5.15706,8.77255
Cfap43,ENSMUSG00000044948.17,0.040529,0.026852,0.106394,0,0,1.01367,0.023777,0,0.071193,0.037968,2.4351,0.045678,0
Cfap44,ENSMUSG00000071550.14,0.107598,0.012913,0,0,0.025159,0,0,0,0,0.067049,0.071687,0.013245,0
Cfap45,ENSMUSG00000026546.16,0,0,0,0,0,0.221616,0,0.046983,0,9.03282,0.164457,0.091675,0.046983
Cfap46,ENSMUSG00000049571.18,0.054263,0,0,0,0.314301,0.035959,0,0.01856,0,0.741545,0,0,0.01856
Cfap47,ENSMUSG00000073077.7,0,0.074612,0,0.140911,0,0,0,0,0,0,1.16319,0,0
Cfap52,ENSMUSG00000020904.11,0.035382,0,0.043397,0.152643,0,0,0,0,0.148824,0,0,0,0
Cfap53,ENSMUSG00000035394.11,0.123953,0.045079,0,0.036307,0.044118,0.037365,0,0.047529,0,0.19576,0.04157,0.046366,0.047529
Cfap54,ENSMUSG00000020014.17,0.062398,0,0.697052,0.190792,9.15999,1.61309,0,2.05021,0.018491,0.852102,0.101065,0.057568,2.05021
Cfap57,ENSMUSG00000028730.14,0,0,0.049181,0,0.489018,0.071806,0,0,0.096197,0.056403,0.147699,0.022304,0
Cfap58,ENSMUSG00000046585.9,0.681682,0,0,0,0,0,0,0,0.280948,0.021143,0.022451,0,0
Cfap61,ENSMUSG00000037143.17,6.55794,0.147003,0,0.036801,0.097269,0.04613,0.043912,0.116241,0.039618,0.21135,0.46081,0.041706,0.116241
Cfap65,ENSMUSG00000047021.14,0.248451,0,0,0,0.027301,0,0,0,0,1.16992,0.537367,0,0
Cfap69,ENSMUSG00000040473.15,0.718561,0.835223,3.70667,1.07654,0.206775,0,0.893673,0,2.87938,0.634312,0.951739,0,0
Cfap70,ENSMUSG00000039543.16,0.043611,0.02268,0.026662,0.018787,0.679196,0,0,0,0.041677,0.0204,0.092082,0,0
Cfap73,ENSMUSG00000094282.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfap74,ENSMUSG00000078490.10,6.36258,2.68395,2.75185,1.6173,13.2175,15.2331,2.43509,0.54226,1.14792,17.1021,2.12848,1.90285,0.54226
Cfap77,ENSMUSG00000079502.8,0.163589,0.14613,0,0,0.335189,0.188342,0.043317,0,0.086485,0.169106,0.459335,0,0
Cfap97,ENSMUSG00000031631.15,16.2091,10.4931,21.0334,5.85791,13.2382,11.9632,9.06344,14.7569,7.37549,8.03295,5.05675,10.0617,14.7569
Cfap97d1,ENSMUSG00000010841.13,0,0,0,0,0,0,0,0,0,0.151951,0,0,0
Cfap97d2,ENSMUSG00000090336.5,0,0,0,0,0,0,0.218186,0,0,3.42773,0.226544,0,0
Cfap99,ENSMUSG00000109572.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cfb,ENSMUSG00000090231.10,0,2.04094,0.395678,147.485,0,0,0,0,0,0,0,0,0
Cfc1,ENSMUSG00000026124.4,0,0,0,0,0,0,0,0,0,0,0.327925,0,0
Cfd,ENSMUSG00000061780.6,0,0,0,0,0,0,0,0,0,0.355945,0,0,0
Cfdp1,ENSMUSG00000031954.6,162.924,230.605,326.712,105.242,173.259,139.293,113.718,122.15,174.707,158.917,331.514,100.851,122.15
Cfhr1,ENSMUSG00000057037.8,0,0,0.162342,0,0.046699,0,0,0.0503,0,0.082788,0.043999,0,0.0503
Cfhr2,ENSMUSG00000033898.17,0,0,0,0.147647,0,0,0,0,0,0,0.049676,0,0
Cfi,ENSMUSG00000058952.12,0,0,0.433058,48.9232,0.079415,0,0,0,0,0,0,0,0
Cfl1,ENSMUSG00000056201.8,1286.49,1186.47,1654.61,2760.3,900.396,1116.66,2095,2602.87,2004.65,469.813,686.225,2129.35,2602.87
Cfl2,ENSMUSG00000062929.8,73.2948,28.6676,77.4688,45.1619,87.5573,12.1995,190.927,6.99563,30.7994,76.9449,21.2745,8.35387,6.99563
Cflar,ENSMUSG00000026031.15,23.923,23.0748,26.0657,29.7884,47.1892,18.0034,36.2529,42.7931,30.4711,11.5664,39.0973,43.9542,42.7931
Cfp,ENSMUSG00000001128.7,8.64159,5.06833,4.21216,2.33373,1.36753,1.58656,1.80239,30.346,2.97781,3.08731,10.0251,335.821,30.346
Cftr,ENSMUSG00000041301.15,0,0,3.40787,1.12097,1.50755,0.015407,0.056359,0,0.25806,2.09753,0.067767,0,0
Cga,ENSMUSG00000028298.10,0,0,0,0,0,0.29082,0,0,0,0.151609,0,0,0
Cgas,ENSMUSG00000032344.17,0.062829,2.80999,0.223307,0.851381,3.10324,0.773862,2.81773,35.646,0.112143,0.819134,0.226969,11.7612,35.646
Cggbp1,ENSMUSG00000054604.7,42.2839,30.7053,55.8092,23.5068,34.7873,37.0377,33.3723,53.8072,31.8335,27.9585,21.773,20.9881,53.8072
Cgn,ENSMUSG00000068876.16,3.23415,2.35688,35.7735,32.6871,2.1915,1.1135,0.542063,1.01982,0.746856,3.502,18.3712,1.68264,1.01982
Cgnl1,ENSMUSG00000032232.14,0,14.742,28.4124,76.3854,0.541698,0.515225,0.015964,0.038548,7.43042,0,10.2516,0.325206,0.038548
Cgref1,ENSMUSG00000029161.7,0.565087,6.08212,13.662,14.4914,0.297859,0,0,0,2.12792,20.0694,4.29967,0,0
Cgrrf1,ENSMUSG00000055128.15,22.115,30.6849,33.3207,30.8494,26.1132,21.149,32.6892,24.3276,16.3412,37.7599,30.1388,13.9921,24.3276
Ch25h,ENSMUSG00000050370.5,0,5.56375,0.144194,0.050788,0,0,0.056543,0,0.456564,0.055141,0.120945,0,0
Chac1,ENSMUSG00000027313.3,11.9245,94.9913,123.507,16.8972,81.1923,29.6617,38.9505,22.435,16.9615,56.6825,20.8729,33.5701,22.435
Chac2,ENSMUSG00000020309.6,21.5451,6.8415,14.7461,47.1751,9.39161,11.5598,11.3413,2.86459,10.4065,10.7483,5.39519,1.88911,2.86459
Chad,ENSMUSG00000039084.8,0,0,0.058151,0,0,0,0,0,0,0,0,0,0
Chadl,ENSMUSG00000063765.12,0,0.249146,0,0,1.72117,0,0.318694,0.068968,0,0,0.038715,0.100587,0.068968
Chaf1a,ENSMUSG00000002835.9,33.57,8.14317,62.3696,16.2099,12.1961,27.888,12.3538,47.8169,25.5957,4.991,24.5095,18.9542,47.8169
Chaf1b,ENSMUSG00000022945.12,102.871,12.1764,118.601,37.5501,29.1848,38.0531,19.63,89.9919,15.8616,21.4229,56.0846,33.0279,89.9919
Champ1,ENSMUSG00000047710.8,22.0733,28.3838,36.0324,11.2375,20.0729,25.8607,15.8711,18.7207,25.1681,21.4828,23.1586,12.7414,18.7207
Chat,ENSMUSG00000021919.8,0.080223,0,0,0,0,0,0,0,0,0,0.187935,0,0
Chchd1,ENSMUSG00000063787.4,122.359,86.7698,209.011,170.714,125.737,217.146,110.099,148.919,98.8606,155.669,139.847,102.853,148.919
Chchd10,ENSMUSG00000049422.7,240.992,1.07558,259.985,12.119,746.478,87.9189,0.31387,0,0.867241,741.127,190.993,27.3107,0
Chchd3,ENSMUSG00000053768.13,155.282,76.7063,99.4615,131.323,165.955,185.859,119.587,111.207,121.861,55.6103,75.3261,103.724,111.207
Chchd4,ENSMUSG00000034203.8,36.1807,9.56738,16.0946,21.9235,33.2815,32.2035,9.70612,27.8292,12.915,15.3204,21.7272,13.6661,27.8292
Chchd5,ENSMUSG00000037938.4,22.332,19.1207,18.2917,24.4853,37.8554,60.8838,25.2505,14.2382,25.715,20.2925,23.44,17.0583,14.2382
Chchd6,ENSMUSG00000030086.16,52.9388,22.4562,35.6502,14.5766,63.3105,19.6529,23.3258,9.50819,14.671,30.171,21.4064,15.5945,9.50819
Chchd7,ENSMUSG00000042198.12,46.839,44.6402,32.5936,15.5852,39.3127,115.959,48.5678,47.7991,34.7879,15.4731,66.6025,36.8724,47.7991
Chd1,ENSMUSG00000023852.14,15.3832,11.8877,22.2133,17.2578,11.9864,20.2146,13.7285,30.7824,19.8236,19.7453,35.6687,23.0034,30.7824
Chd1l,ENSMUSG00000028089.5,5.7074,2.99445,25.9374,10.6466,10.7258,34.7962,8.13112,21.0805,5.71096,3.16529,18.0979,10.9019,21.0805
Chd2,ENSMUSG00000078671.11,9.90827,8.0487,11.4903,5.89258,8.80683,6.07058,8.54389,13.0021,9.51494,8.68061,10.6839,8.61773,13.0021
Chd3,ENSMUSG00000018474.18,6.00232,31.9222,32.4608,67.6722,16.2669,20.3257,20.0319,46.8155,44.0148,11.9584,19.2332,12.6719,46.8155
Chd4,ENSMUSG00000063870.12,125.774,56.9993,99.3032,76.8436,134.113,60.1313,78.5268,169.332,69.1521,59.3644,159.187,67.4243,169.332
Chd5,ENSMUSG00000005045.16,1.04263,0.684574,1.52578,0.265342,0.976982,1.61211,0.716097,1.50236,1.33826,3.72515,3.69129,0.521184,1.50236
Chd6,ENSMUSG00000057133.14,9.0179,13.0566,8.64275,4.24251,9.8832,6.3061,10.7148,11.8309,8.9785,12.0941,19.6222,6.82613,11.8309
Chd7,ENSMUSG00000041235.12,9.13387,0.602304,1.2176,1.73802,2.75714,5.2081,6.05242,1.12489,5.29375,7.97172,21.8585,5.63777,1.12489
Chd8,ENSMUSG00000053754.14,12.1982,10.8578,26.799,15.872,16.0018,16.6203,16.8464,26.5018,15.5241,14.8065,23.3738,11.7531,26.5018
Chd9,ENSMUSG00000056608.14,10.127,6.86516,6.33886,3.67228,5.74162,4.83958,6.23461,4.86578,4.26522,5.40769,11.2945,1.64413,4.86578
Chdh,ENSMUSG00000015970.19,0,0.024015,3.30195,0.123638,0.013739,39.6136,0,0.044488,0,0.041592,0,0,0.044488
Chek1,ENSMUSG00000032113.16,17.1535,5.77052,34.3477,30.5148,9.85698,30.3286,10.4315,40.0732,17.6241,3.76008,46.6111,16.2959,40.0732
Chek2,ENSMUSG00000029521.7,24.2451,6.30505,44.6935,19.595,25.935,16.0302,22.035,44.5572,9.16831,11.1333,43.6978,11.0797,44.5572
Cherp,ENSMUSG00000052488.7,64.7984,50.4093,66.0009,32.5303,30.4576,46.6997,29.5933,62.1888,43.3621,19.5887,40.3509,22.579,62.1888
Chfr,ENSMUSG00000014668.15,18.4175,22.3711,31.8725,17.1657,9.48542,18.6336,14.1256,52.5536,4.69683,20.1512,33.2059,17.5496,52.5536
Chga,ENSMUSG00000021194.6,1341.19,0,0.153845,0,0.044247,0,0,0,0.040069,167.438,1.86515,0,0
Chgb,ENSMUSG00000027350.8,164.532,0.090623,0.102631,0,0.029501,0.074985,0.053606,0,0.053475,872.261,0.194646,0.09309,0
Chia1,ENSMUSG00000062778.12,0,0,0,0,0,0,0,0,0,0,2.11261,0,0
Chic1,ENSMUSG00000031327.10,11.4171,2.49563,1.41693,1.22124,8.31571,0.050443,2.34107,0.087185,9.68787,0.011471,2.70746,0.288975,0.087185
Chic2,ENSMUSG00000029229.8,3.52907,7.50546,8.17314,3.52358,5.49608,9.26099,3.3662,3.5882,4.30717,4.69711,3.85149,3.42828,3.5882
Chid1,ENSMUSG00000025512.15,8.81092,6.39181,5.21825,3.82038,11.788,7.66055,7.25537,3.86236,4.61563,4.54012,4.04685,6.04692,3.86236
Chil1,ENSMUSG00000064246.10,0,4.4546,1.01919,0,0,0,0,0,0,0.184367,1.01787,0,0
Chil3,ENSMUSG00000040809.10,0,0,0,0,0,0,0,0,0,0,0,0,0
Chil4,ENSMUSG00000063779.6,0,0,0,0,0,0,0,0,0,0,0,0,0
Chil5,ENSMUSG00000043873.11,0,0,0,0,0,0,0,0,0,0,0,0,0
Chil6,ENSMUSG00000027902.8,0,0,0,0,0.050604,4.79171,0,0,0,0.044835,0,0.200394,0
Chit1,ENSMUSG00000026450.14,0.101603,0,0.124524,0,0,0,0.318022,0,0.099989,0,0,0,0
Chka,ENSMUSG00000024843.15,65.6145,49.3318,234.63,175.614,11.1548,12.2871,50.9902,11.0324,21.0055,20.7558,38.4387,9.70264,11.0324
Chkb,ENSMUSG00000022617.15,27.663,26.1762,38.0114,15.6861,16.3585,20.624,9.08522,13.5221,17.8968,15.3646,18.741,21.7114,13.5221
Chl1,ENSMUSG00000030077.11,1.9213,0,0,0,0.099312,0.055992,10.0179,0.011076,0,0,0,0.034764,0.011076
Chm,ENSMUSG00000025531.14,13.3666,9.04145,9.55902,10.2566,6.12233,14.0307,13.5543,5.07475,10.9793,16.5739,6.68927,9.56925,5.07475
Chml,ENSMUSG00000078185.3,4.8294,0.980245,3.48079,7.53091,2.65799,3.9702,4.98324,8.09468,2.69737,3.79199,2.58923,4.71131,8.09468
Chmp1a,ENSMUSG00000000743.9,64.0131,106.484,78.9615,67.1307,77.4413,91.7142,56.3345,47.9511,96.2789,59.2104,41.7018,49.6394,47.9511
Chmp1b,ENSMUSG00000109901.2,18.3031,25.2297,19.8034,43.6794,27.5983,16.4492,23.7163,32.1955,23.1649,17.871,10.4966,28.5906,32.1955
Chmp2a,ENSMUSG00000033916.5,141.227,130.598,145.752,198.708,204.085,162.075,119.361,117.248,91.6945,145.243,93.4017,266.812,117.248
Chmp2b,ENSMUSG00000004843.7,34.6749,47.194,49.9921,86.5663,82.0014,46.4198,76.3501,28.9695,39.9753,38.2529,31.8995,35.652,28.9695
Chmp3,ENSMUSG00000053119.11,116.775,74.7863,69.0705,152.221,120.22,69.7653,61.0055,54.4848,72.2858,64.9068,34.4366,103.972,54.4848
Chmp4b,ENSMUSG00000038467.15,122.219,213.675,140.943,123.98,151.691,141.992,137.041,183.616,136.069,69.6274,84.487,277.258,183.616
Chmp4c,ENSMUSG00000027536.6,0.02394,0,18.2994,21.4618,1.1017,0,0,0,0.484763,0.011191,0.095028,0,0
Chmp5,ENSMUSG00000028419.5,78.773,96.2029,145.616,94.141,126.598,80.4413,104.564,56.8732,78.8312,69.0133,70.3827,88.3902,56.8732
Chmp6,ENSMUSG00000025371.12,17.7252,27.7006,53.6129,43.3713,63.1269,24.5502,22.3877,24.6556,37.4047,16.0655,24.7586,28.4726,24.6556
Chmp7,ENSMUSG00000034190.9,30.7343,24.2894,41.1909,27.7063,32.667,13.8664,24.6302,28.7348,19.2612,15.0633,30.1222,18.6034,28.7348
Chn1,ENSMUSG00000056486.18,0.632942,0.130457,19.5701,6.82455,9.0259,0.035873,11.5249,0,2.05765,61.588,27.6339,0.409263,0
Chn2,ENSMUSG00000004633.17,3.69904,0,6.29323,21.7754,5.55727,0.057136,0.130119,0,0,18.6712,2.83277,0.177435,0
Chodl,ENSMUSG00000022860.15,0,0.366629,0.064055,0.078772,0,0,0,0,0.029049,0,0,0,0
Chordc1,ENSMUSG00000001774.8,25.7397,19.0126,21.9501,36.1799,27.2278,20.413,24.2775,46.1981,23.1055,30.5724,30.7166,29.6062,46.1981
Chp1,ENSMUSG00000014077.13,74.3291,62.03,77.7339,136.279,94.7191,83.7617,92.3118,67.6428,75.7905,52.7747,56.2739,99.2652,67.6428
Chp2,ENSMUSG00000030865.4,0.111321,0,0,0,0,0,0,0,0,0,0,0,0
Chpf,ENSMUSG00000032997.16,30.285,55.5268,26.755,13.2202,40.5629,1.54037,19.0333,0,64.3471,25.2447,10.4572,6.82547,0
Chpf2,ENSMUSG00000038181.16,15.4157,33.7946,20.2176,13.5232,14.5412,5.76168,17.6896,18.1801,12.3346,21.4971,3.83817,26.6819,18.1801
Chpt1,ENSMUSG00000060002.14,9.54382,10.3042,19.0252,3.73982,15.8651,9.01932,20.7847,35.6845,5.79497,11.5424,20.2725,6.67458,35.6845
Chrac1,ENSMUSG00000068391.8,66.8012,59.3796,81.0117,68.9536,31.9815,68.4333,20.9373,44.6277,48.8814,41.1223,30.0392,67.1883,44.6277
Chrd,ENSMUSG00000006958.14,1.77249,5.10802,2.69149,0.437221,0.098072,0,0.85906,0,0.310608,2.09818,1.42944,0,0
Chrdl1,ENSMUSG00000031283.16,0,0,0,0.097889,0,0,1.16353,0,0,0,0.988981,0,0
Chrdl2,ENSMUSG00000030732.13,0,0.271037,0,0,0,0,0,0,0,0.249177,0.271747,0,0
Chrm1,ENSMUSG00000032773.9,0.047229,0,0.483458,0.030497,0.049724,0.031606,0.079093,0.05367,0.033832,0.122545,0,0.026177,0.05367
Chrm2,ENSMUSG00000045613.9,0,0,0,0,0.013774,0,0,0,0,0,0,0,0
Chrm3,ENSMUSG00000046159.16,0.044808,0,0,0,0,0.120511,0.050043,0,0.016569,0.412605,0.017156,0,0
Chrm4,ENSMUSG00000040495.4,0.680111,0.060825,0.138321,0.194711,0.119327,6.13681,0.054171,0.128469,0,4.8424,3.75868,0.062645,0.128469
Chrm5,ENSMUSG00000074939.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Chrna1,ENSMUSG00000027107.3,0.662747,0.578044,0.807935,0.473636,0.422195,0.400785,0.660221,0.577501,0.281501,1.33767,0.244008,0.320099,0.577501
Chrna10,ENSMUSG00000066279.3,0.030661,0,0,0,0,0,0,0.034883,0.029328,0,0,0,0.034883
Chrna2,ENSMUSG00000022041.10,0.021258,0,0,0.036642,0.042993,0,0,0,0,0,0.084359,0,0
Chrna3,ENSMUSG00000032303.8,0,0.034599,0.039223,0,0.033785,0,0.113739,0.036467,0.030942,21.9392,0.048396,0,0.036467
Chrna4,ENSMUSG00000027577.14,0.410228,0,0,0.042321,0,0,0.03622,0,0,0.113224,9.38611,0,0
Chrna5,ENSMUSG00000035594.10,0,0,0.14896,0,0,0.205116,0,0,0,2.41869,1.29074,0,0
Chrna6,ENSMUSG00000031491.10,0,0,0,0,0,0,0,0,0,0,0.286339,0,0
Chrna7,ENSMUSG00000030525.8,1.1718,0,0,0,0,0,0,0,0,8.35436,4.09932,0,0
Chrna9,ENSMUSG00000029205.12,0,0,0,0,0,0,0,0.048802,0,0,0,0,0.048802
Chrnb1,ENSMUSG00000041189.9,0.325641,9.31078,115.129,23.4154,3.94552,0.324498,34.3192,5.98381,12.7926,3.61767,8.25262,0.857914,5.98381
Chrnb2,ENSMUSG00000027950.7,11.0877,0.279516,0.113059,0.300344,1.54003,4.40238,0.479395,0.729046,0.033145,10.0368,2.04373,2.22723,0.729046
Chrnb3,ENSMUSG00000031492.13,0,0,0,0,0.024738,0,0,0,0.037947,0.021999,0.172237,0,0
Chrnb4,ENSMUSG00000035200.7,0.137937,0.081052,0.262709,0.093724,2.95972,0.618251,0.059323,0.072512,0.098429,0.184643,2.30949,0.023743,0.072512
Chrnd,ENSMUSG00000026251.13,0,0,0,0,0,0,92.8156,0,0.449762,0.220128,0.077807,0,0
Chrne,ENSMUSG00000014609.16,0,0,0,0,0,0.090384,0,0,0,0,0.801872,0.05612,0
Chrng,ENSMUSG00000026253.14,0.055074,0,0,0,0,0,29.583,0,0.026328,0.103094,0.027375,0,0
Chst1,ENSMUSG00000027221.5,10.2611,5.95436,0.585101,0.024679,0,0.230334,9.03237,0.130277,13.1907,0,28.6216,0.616724,0.130277
Chst10,ENSMUSG00000026080.13,36.025,4.60341,2.31837,0,1.04778,18.2555,5.41247,0,1.51934,0,2.88751,4.82231,0
Chst11,ENSMUSG00000034612.7,2.37955,6.92625,7.62141,0,0.442635,0.024045,19.7917,19.331,9.87645,21.5492,5.21397,4.8153,19.331
Chst12,ENSMUSG00000036599.10,5.32977,49.7227,15.6489,7.85352,4.78156,12.3271,4.1375,14.7051,19.7375,7.54979,9.9296,24.3332,14.7051
Chst13,ENSMUSG00000056643.5,0.144954,0,0.059333,1.59103,0.154131,0.086548,0,0,0,0.730946,0,0,0
Chst14,ENSMUSG00000074916.5,4.78716,51.6457,17.0258,5.98923,8.04362,0.731471,18.0126,0.224255,31.5097,0.210055,6.6938,27.3126,0.224255
Chst15,ENSMUSG00000030930.14,0,7.25327,2.22062,6.36524,0,0,1.9886,0.088129,11.4451,0.014502,7.17906,0.05158,0.088129
Chst2,ENSMUSG00000033350.7,0.390011,1.94612,0.949179,0,0,1.18312,7.1252,0,1.5941,0,0.816107,0,0
Chst3,ENSMUSG00000057337.13,0.012854,0.268777,1.93626,0,0.2609,0,3.86007,0.014077,0,0.047206,1.10631,2.96408,0.014077
Chst4,ENSMUSG00000035930.9,0,0,0,0,0,0,0,0,0,0,0,0,0
Chst5,ENSMUSG00000031952.5,0,0,0.153782,0,0,0.031921,0,0,7.35734,0.033413,0,0,0
Chst7,ENSMUSG00000037347.7,0,0.547006,0.470421,0,0,0,0.033822,0,0,0,1.50715,0.039145,0
Chst8,ENSMUSG00000060402.8,0,0,0,3.58722,0,0,0.7847,0,0.46869,0,0.434429,0,0
Chst9,ENSMUSG00000047161.12,0,0,2.11324,0,0,0,0,0,0,0,0,0,0
Chsy1,ENSMUSG00000032640.10,4.17429,22.826,17.4284,9.23122,3.61011,6.88597,20.1633,26.4182,20.1712,13.8371,6.71833,3.93716,26.4182
Chsy3,ENSMUSG00000058152.8,0,0,0.025861,4.2378,85.7042,0,0,0,0,0,0.168172,0,0
Chtf18,ENSMUSG00000019214.14,16.0067,3.35041,25.3405,7.75331,4.62043,6.91162,7.63542,15.6646,6.74837,2.39267,9.74124,8.51149,15.6646
Chtf8,ENSMUSG00000046691.14,89.3955,80.3421,100.058,52.1603,126.741,69.7805,70.2356,102.727,92.8581,26.6179,47.3262,41.7039,102.727
Chtop,ENSMUSG00000001017.15,102.88,84.2519,189.7,70.7441,90.4178,192.41,113.682,119.392,100.269,63.3186,101.809,61.2615,119.392
Chuk,ENSMUSG00000025199.16,45.5789,20.2255,58.6083,80.5201,28.5029,29.0541,39.3982,36.7278,21.9912,21.5842,31.0639,27.9578,36.7278
Churc1,ENSMUSG00000090258.7,666.814,87.4324,157.064,81.8826,210.44,360.784,197.553,199.473,167.374,329.023,745.403,109.565,199.473
Ciao1,ENSMUSG00000003662.10,34.6821,31.6515,56.4854,36.2566,50.2373,34.7429,27.9809,38.1205,44.8666,51.0333,40.5738,45.5059,38.1205
Ciao2a,ENSMUSG00000032381.5,52.276,36.0422,78.5827,146.732,85.0806,92.5421,57.5025,217.059,75.2201,22.6688,65.4575,134.929,217.059
Ciao2b,ENSMUSG00000031879.14,83.232,44.6376,89.7915,27.5321,72.5974,84.9891,50.2002,25.8261,38.4513,79.1205,53.8447,50.566,25.8261
Ciao3,ENSMUSG00000002280.11,19.6596,15.4137,27.5358,15.0897,15.4593,10.5969,12.7088,17.7451,10.2864,11.6193,18.0803,20.0051,17.7451
Ciapin1,ENSMUSG00000031781.14,92.2751,56.1206,125.714,41.4748,84.0353,45.5987,24.1929,48.1761,25.8571,118.802,56.5707,61.8348,48.1761
Ciart,ENSMUSG00000038550.10,14.313,5.95253,25.9664,0.524552,0.461244,22.4606,19.2721,11.5345,3.32877,13.3743,6.34726,1.98822,11.5345
Cib1,ENSMUSG00000030538.15,13.3073,32.1375,54.9315,106.166,50.2697,47.347,42.4757,67.4426,30.2436,17.0269,14.8926,21.567,67.4426
Cib2,ENSMUSG00000037493.6,0.96368,0.305794,26.392,0.342619,8.95038,0,0,0,0.496697,2.37825,11.9656,3.01439,0
Cib3,ENSMUSG00000074240.5,0,0.364836,0,0,0,0.307485,0,0,0,0,0,0,0
Cib4,ENSMUSG00000053194.2,0,0,0,0,0,0,0,0,0.113886,0,0,0,0
