Gene,GeneID,alphaTC,3T3,MDCT,AML12,B16F10,BW51473,C8D1A,EML6,LL2,N1E115,NE_4C,J774A,EML
4430402I18Rik,ENSMUSG00000064202.15,0.667841,0.078225,0.392937,0.187686,3.87018,0,0,0,0.148178,0.149589,1.04648,0.631759,0
4833420G17Rik,ENSMUSG00000062822.8,16.9184,20.4848,26.447,18.1235,16.5891,22.7312,5.99644,17.5846,15.4138,19.1633,8.21731,10.0129,17.5846
4833427G06Rik,ENSMUSG00000032057.9,0,1.17985,0,0,0,0,0,0.203865,4.57058,0.083374,0.266646,0,0.203865
4833439L19Rik,ENSMUSG00000025871.18,110.065,50.1222,71.2518,46.6952,79.524,34.5722,73.7689,59.2604,38.9812,44.4382,45.9578,37.1516,59.2604
4921504E06Rik,ENSMUSG00000026734.9,0,0,0,0,0,0,0,0,0.037352,0,0,0,0
4921507P07Rik,ENSMUSG00000029828.4,0.645694,0,1.06152,2.41946,2.05447,0.407275,0.062384,0.337966,0.226441,0,0.616309,1.31112,0.337966
4921511C20Rik,ENSMUSG00000049815.3,0,0,0,0,0,0,0,0,0,0,0,0,0
4921517D22Rik,ENSMUSG00000049902.6,0,0,0,0,0,0,0,0,0,0,0,0,0
4921524J17Rik,ENSMUSG00000036934.9,8.30139,24.2861,33.34,12.0302,30.6708,47.1,22.4853,21.3577,11.3548,12.0557,13.5106,10.0932,21.3577
4921524L21Rik,ENSMUSG00000039540.9,0,0,0,0,0.060959,0,0,0,0,0.057887,0,0,0
4921536K21Rik,ENSMUSG00000020434.4,0.26803,0.16047,1.72008,1.45869,3.07375,0.508011,0.142472,0.700414,0.963977,1.16205,0.592101,0.065903,0.700414
4921539E11Rik,ENSMUSG00000028520.12,0,0,0,0,0,0,0,0,0,0,0,0,0
4930402F06Rik,ENSMUSG00000079421.8,0,0,0,0,0,0,0,0,0,0,0,0,0
4930402H24Rik,ENSMUSG00000027309.18,27.5869,21.3504,19.1838,12.6996,17.7444,4.36584,36.6073,6.37925,14.2601,25.6771,8.57941,17.298,6.37925
4930402K13Rik,ENSMUSG00000045797.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4930404H24Rik,ENSMUSG00000079001.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4930404N11Rik,ENSMUSG00000020234.10,0.218702,0,0,0,0,0,0,0,0.130748,0,0,0,0
4930407I10Rik,ENSMUSG00000075524.3,0,0,0.019532,0,0,0.028549,0.015298,0,0,0.014945,0,0,0
4930412O13Rik,ENSMUSG00000025783.2,0,0,0.224185,0,0,0,0,0,0,0.645595,0,0,0
4930415L06Rik,ENSMUSG00000035387.5,0,0,0,0,0,0,0,0,0,0,0,0,0
4930415O20Rik,ENSMUSG00000022993.7,0,0,0.448371,0,0,1.15072,0,0.20789,0.174884,0.171234,8.2452,0,0.20789
4930430F08Rik,ENSMUSG00000046567.10,6.27777,2.89365,13.3194,5.45072,8.92856,9.4513,7.4172,2.12152,4.81635,9.85666,8.23663,6.41137,2.12152
4930432K21Rik,ENSMUSG00000008129.14,0.964706,1.46977,1.86879,0.612989,6.91342,11.0717,3.60767,0.127656,0.379773,0,3.71622,4.08093,0.127656
4930432M17Rik,ENSMUSG00000074248.7,0,0,0,0.172243,0,0,0,0,0,0,0,0,0
4930433I11Rik,ENSMUSG00000091692.2,0,0,0,0,0,0,0,0,0,0,0,0,0
4930438A08Rik,ENSMUSG00000069873.4,0.111966,0.161219,0.411265,0,0.676637,0,0,0.042486,0,0.034955,0.037143,0.082876,0.042486
4930444G20Rik,ENSMUSG00000069712.5,0.374406,0.386318,0.504319,0.14581,0.094572,0.20028,0,0.155675,0.115232,0.04186,0.25234,0.099359,0.155675
4930444P10Rik,ENSMUSG00000067795.13,0.214196,0,0,0,0.045277,0,0,0,0,0.040139,0,0,0
4930447A16Rik,ENSMUSG00000022288.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4930447C04Rik,ENSMUSG00000021098.14,0,0,0,0,0,0,0.03787,0,0,0,0.269264,0,0
4930449I24Rik,ENSMUSG00000079093.2,0,0,0,0,0,0.064394,0,0,0,0,0,0,0
4930451I11Rik,ENSMUSG00000045989.4,0,0,0,0,0,0,0,0,0,0,0,0,0
4930452B06Rik,ENSMUSG00000021747.12,6.59413,0.216791,4.16208,6.22587,0,0,0,0.032556,0,0.510267,9.18356,0,0.032556
4930453N24Rik,ENSMUSG00000059920.9,11.2812,7.74108,12.1409,7.90191,10.9089,5.67266,7.02276,16.0512,7.06019,5.04411,4.17937,4.76613,16.0512
4930455H04Rik,ENSMUSG00000080907.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4930467E23Rik,ENSMUSG00000096265.2,0,0,0,0,0,0,0,0,0,0,0,0.165443,0
4930469K13Rik,ENSMUSG00000085684.2,0,0,0,0,0,0,0,0,0,0,0,0,0
4930470P17Rik,ENSMUSG00000043583.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4930474N05Rik,ENSMUSG00000096405.3,0.273044,0.252021,0.123149,0,0.104121,0.480846,0.083797,0.076509,0.225553,0.315463,0.553552,0.495707,0.076509
4930480E11Rik,ENSMUSG00000035651.7,0,0,0,0,0,0,0,0,0,0,0,0,0
4930486L24Rik,ENSMUSG00000050345.9,0,0,0.091936,5.84692,0,0,0,1.96585,0,0,0,0,1.96585
4930503B20Rik,ENSMUSG00000090202.1,0,0,0.046003,0.064823,0.407893,0.850372,0,0.544046,0,0.076575,0,0,0.544046
4930503L19Rik,ENSMUSG00000044906.6,31.2841,5.365,17.1074,12.3185,8.30191,16.8311,9.93699,3.35061,15.0297,13.7837,4.83086,4.48687,3.35061
4930505A04Rik,ENSMUSG00000040919.13,0,0,0,0,1.24449,0.087401,0,0,0.093105,0.091152,0,0,0
4930512M02Rik,ENSMUSG00000062511.6,0.909326,0.279807,0.480621,0.338416,0.555143,0.821151,0.125806,0.148688,0.375151,2.53427,0.522612,0.290135,0.148688
4930513O06Rik,ENSMUSG00000031270.1,0,0.241298,0,0.097103,0,0,0,0,0,0,0,0,0
4930519G04Rik,ENSMUSG00000029564.12,0.528585,0.136675,0.658122,0.26317,0.266363,0.252921,0.26157,0.617328,0.451028,0.622294,0.373724,0.065412,0.617328
4930522H14Rik,ENSMUSG00000060491.14,0,0,0,0,0.222944,0,0,0,0,0,0,0,0
4930523C07Rik,ENSMUSG00000090394.8,0,16.1312,37.7144,12.9525,0,16.8082,12.9932,0,25.8204,0,0,0.189345,0
4930524B15Rik,ENSMUSG00000020299.6,0.118675,0,0,0,0,0,0,0,0,0.110198,0,0,0
4930544D05Rik,ENSMUSG00000087279.10,0,0,0,0,0,0,0,0,0,0,0,0,0
4930544G11Rik,ENSMUSG00000036463.8,0,0,0,0,0,0,0,0,0,0,0,0,0
4930548H24Rik,ENSMUSG00000029138.4,0.341368,0.052584,0,0.126147,0.051519,0.087267,0.046785,0.110953,0,0,0.145618,0,0.110953
4930550C14Rik,ENSMUSG00000005131.4,0.056102,0.060603,0,0,0,4.00155,1.03639,5.00325,1.62165,1.95699,0.080595,1.15646,5.00325
4930550L24Rik,ENSMUSG00000046180.11,0,0,0,0,0,161.733,3.82882,0,0,159.113,0,0,0
4930555G01Rik,ENSMUSG00000096197.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4930558C23Rik,ENSMUSG00000105734.1,0,0,0.155678,0,0,0,0,0,0,0,0.253886,0,0
4930558K02Rik,ENSMUSG00000086277.2,0,0,0.215434,0,0,0.342466,0,0,0,0.082356,0.087713,0,0
4930562C15Rik,ENSMUSG00000022518.16,3.15047,34.4145,138.869,0.487873,1.00658,1.71612,2.3265,2.69046,2.80912,57.0134,0.379275,1.93294,2.69046
4930563E22Rik,ENSMUSG00000053574.5,0.033492,0.338748,0.410979,0.294191,0.32261,0.105719,0.153899,0.219723,0.169271,0.281388,0.302074,0,0.219723
4930563M21Rik,ENSMUSG00000050702.6,0,0,0,0,0,0,0.110314,0,0,0,0.371732,0,0
4930564D02Rik,ENSMUSG00000051788.4,0,0,0,0,0,0,0,0,0,0,0,0,0
4930568D16Rik,ENSMUSG00000026882.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4930578G10Rik,ENSMUSG00000054885.11,0.635006,0,0,0,0,0,0,0,0,0,3.13516,0,0
4930578I06Rik,ENSMUSG00000021961.6,0,0,0,0,0,0,0,0,0,0,0,0,0
4930579F01Rik,ENSMUSG00000012042.9,0,0,0,0,0,0,0,0,0,0,0,0,0
4930579G24Rik,ENSMUSG00000027811.9,42.0829,7.39458,40.5509,7.39855,16.8862,28.2265,18.8286,16.7773,14.6746,8.89391,7.59004,15.2528,16.7773
4930583I09Rik,ENSMUSG00000024088.4,0,0,0,0,0,0,0,0,0,0,0,0,0
4930590J08Rik,ENSMUSG00000034063.8,0.044605,0.048192,0.027272,0.038435,0.141105,0.163491,0.026172,0.025402,0,0.110556,0.399284,0.149272,0.025402
4930595D18Rik,ENSMUSG00000083193.1,0,0,0,0,0,0,0,0,0,0.206288,0,0,0
4930595M18Rik,ENSMUSG00000060673.2,0,0,0,0,0,0,0.055768,0,0,0,0,0,0
4930596D02Rik,ENSMUSG00000041068.6,0,0,0,0,0,0,0,0,0,0,0,0,0
4931400O07Rik,ENSMUSG00000031194.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4931406B18Rik,ENSMUSG00000013353.10,0,0.47031,0,0,0.136049,0,0.018134,0,0,0.017966,0,0.048504,0
4931406C07Rik,ENSMUSG00000031938.15,13.398,28.7479,17.198,50.5477,49.4225,10.9823,25.5289,13.8034,22.0018,13.4052,22.9057,22.7916,13.8034
4931406P16Rik,ENSMUSG00000066571.13,8.06175,13.2763,30.9251,17.1759,35.0074,6.25511,17.8905,12.0873,12.4594,8.60203,13.5478,10.8909,12.0873
4931408C20Rik,ENSMUSG00000073722.3,0,0,0,0,0.036564,6.1117,0,0,0,0.11368,0,0,0
4931414P19Rik,ENSMUSG00000022179.5,6.90309,3.0063,5.234,3.26838,3.03645,3.48508,1.45921,5.09231,3.01954,2.10572,3.65398,3.07133,5.09231
4931417E11Rik,ENSMUSG00000056197.6,0,0,0,0,0,0,0,0,0,0,0,0,0
4931422A03Rik,ENSMUSG00000046085.7,0,0,0,0,0,0,0,0,0,0,0,0,0
4931428F04Rik,ENSMUSG00000014837.15,12.4021,6.63257,11.1687,4.93072,1.43914,5.09352,0.065799,5.61846,2.3336,7.11729,2.96645,2.22977,5.61846
4931428L18Rik,ENSMUSG00000086727.8,0.206756,0,0.176567,0,0,1.16241,2.26248,0.05118,0.068959,0.042118,0,0.078171,0.05118
4931429L15Rik,ENSMUSG00000056617.12,0,0.124052,0,0,0.030895,0,0,0,0,0.036,0,0,0
4932411N23Rik,ENSMUSG00000058670.5,0.02222,0.024007,0.027171,0,0,0,0.021285,0.126333,0,0.02079,0.066229,0.024648,0.126333
4932414N04Rik,ENSMUSG00000079324.11,0.041406,0.022369,0.026265,0.017836,0.021821,0.073959,0,0.023539,0.019816,0.020289,0.041131,0.09185,0.023539
4932429P05Rik,ENSMUSG00000079513.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4932438A13Rik,ENSMUSG00000037270.18,8.22536,3.74103,5.198,3.17117,2.90511,8.33423,3.35672,5.54026,2.62697,4.85699,3.28302,4.59425,5.54026
4932438H23Rik,ENSMUSG00000039851.11,0,0,0.102323,0,0.175462,0.057498,0,17.3297,0,0.029677,0.031527,0,17.3297
4933400A11Rik,ENSMUSG00000055357.8,0,0,0,0,0,0,0,0,0,0,0.153406,0,0
4933402D24Rik,ENSMUSG00000025961.1,0,0,0,0,0,0,0,0,0,0,0,0,0
4933402E13Rik,ENSMUSG00000045330.8,0,0,0,0,0,0.036454,0,0,0,0,0,0,0
4933402J07Rik,ENSMUSG00000069971.5,0,0,0,0,0,0,0,0,0,0,1.32492,0,0
4933402N03Rik,ENSMUSG00000013668.9,0,0.046756,0,0,0,0,0,0,0,0,0,0,0
4933403O08Rik,ENSMUSG00000079460.11,0,0,0,0,0,0,0.715919,0,0,0,0.639748,0,0
4933405L10Rik,ENSMUSG00000013158.6,0.160711,0.332249,0.286083,0,0.081705,0.328877,0.151151,0.078036,0,0.256919,0.19427,0.171352,0.078036
4933405O20Rik,ENSMUSG00000084234.2,0,0,0,0,0,0,0,0,0,0,0,0,0
4933407L21Rik,ENSMUSG00000026224.11,0,0,0,0,0,0,0,0,0,0,0,0.081401,0
4933409G03Rik,ENSMUSG00000053896.14,0,0,0,0,0,0,0,0,0,0,0,0,0
4933411K16Rik,ENSMUSG00000090369.3,0,0.06381,3.18657,0.307405,0.635359,0.21205,0.284881,0,0.283302,1.10982,0,0.262945,0
4933412E24Rik,ENSMUSG00000071749.3,0,0,0,0,0,0,0,0,0,0,0,0,0
4933414I15Rik,ENSMUSG00000072983.4,0,0,0,0,0,0,0,0,0,0,0,0,0
4933417A18Rik,ENSMUSG00000021415.13,0,0,0,0,0,0,0,0,0,0,0,0,0
4933421I07Rik,ENSMUSG00000030463.5,0,0,0,0,0,0.258043,0,0,0,0,0,0,0
4933424G06Rik,ENSMUSG00000102416.4,0.371017,0.243144,0,0,0.648177,0.202422,0.128606,0,0.072075,0.284498,0.077401,0,0
4933427D14Rik,ENSMUSG00000020807.15,1.32445,3.03583,14.4467,6.90971,2.47249,0.069566,3.18143,10.3068,7.33911,0,0,0,10.3068
4933428G20Rik,ENSMUSG00000047988.1,0.064845,0.061786,0,0,0,0,0,0,0.054626,0,0.056878,0,0
4933428M09Rik,ENSMUSG00000042525.5,0,0,0,0,0,0,0,0,0.159846,0,0,0,0
4933430I17Rik,ENSMUSG00000058046.1,0.26744,0.192188,0.65373,0,3.9232,0.637497,0.302589,0.35431,0.554628,0.208253,0.713119,0.049412,0.35431
4933434E20Rik,ENSMUSG00000118504.1,89.5484,48.6159,118.7121,51.2329,89.8955,81.2418,94.8326,58.6092,39.3408,57.74041,34.1448,64.8337,58.6092
4933436I01Rik,ENSMUSG00000025288.1,0,0,0,0,0,0,0,0,0,0,0,0,0
5031439G07Rik,ENSMUSG00000036046.14,26.0565,31.1944,27.8115,21.6122,153.568,3.29577,22.4709,8.67517,33.4664,28.9893,10.3078,53.4805,8.67517
5330417C22Rik,ENSMUSG00000040412.17,34.8395,0.041215,0.686833,0.021891,0.161465,0.146644,0,0,0.021833,9.71775,0.798578,0.070466,0
5430401F13Rik,ENSMUSG00000094113.7,0,0,0,0,0,0,0,0,0,0,0,0,0
5430402E10Rik,ENSMUSG00000044121.3,0,0,0,0,0,0,0,0,0,0,0,0,0
5430427O19Rik,ENSMUSG00000025058.4,0,0,0,0,0.021238,0.143423,0,9.99486,0.019185,0,0,13.0914,9.99486
5530400C23Rik,ENSMUSG00000055594.6,0,0,0,0,0,0,0,0,0,0,0,0,0
5530401A14Rik,ENSMUSG00000020703.3,0.480081,0,0,0,0,0,0,0,0,0,0,0,0
5730409E04Rik,ENSMUSG00000073755.4,16.6678,11.2852,0,6.09362,11.2675,1.59742,4.78396,0,8.62978,0.575382,0,8.84038,0
5730455P16Rik,ENSMUSG00000057181.15,10.8132,16.9692,26.6263,9.99309,20.4144,11.7868,15.5601,8.25226,11.7505,12.6816,11.4264,11.8482,8.25226
5730480H06Rik,ENSMUSG00000029089.8,5.07686,5.10862,10.5922,4.89503,8.75652,5.22623,4.9186,4.88884,6.07443,6.21474,3.41946,1.49145,4.88884
5730522E02Rik,ENSMUSG00000032985.15,0,0,0,0,0,0,0,0,0,0,0,0,0
5830411N06Rik,ENSMUSG00000054672.13,0,0,0,0,0,0,0,0.319706,0,0,0,0,0.319706
6030458C11Rik,ENSMUSG00000022195.7,47.395,15.4559,30.0831,15.6402,29.4743,40.5733,7.97079,29.2926,17.5388,28.8079,19.731,28.9854,29.2926
6030468B19Rik,ENSMUSG00000025573.4,0,0,0,0,0,0,0,0.180748,0,0,0,0,0.180748
6030498E09Rik,ENSMUSG00000051361.7,0,0,0,0,0,0,0,0,0,0,0,0,0
6330403K07Rik,ENSMUSG00000018451.7,0.670372,0,0,0,0,0,0,0,0,1.01007,1.86905,0,0
6330409D20Rik,ENSMUSG00000009551.2,0,0,0,0,0,0,0,0,0,0.282534,0,0,0
6430548M08Rik,ENSMUSG00000031824.15,12.2421,3.66626,12.9622,0.620164,2.53969,0.089001,2.92224,0,2.20909,3.72002,0.386869,9.63316,0
6430550D23Rik,ENSMUSG00000074646.10,0.579991,0.896708,0.659298,0.414623,0.880053,0.617436,0.609214,0.476196,0.386447,0.912957,0.969317,0.638762,0.476196
6430571L13Rik,ENSMUSG00000037977.6,2.32127,0.15976,0.630832,0.229503,0.954229,0.158651,0.397673,0.067302,0.11314,0.416304,0.176505,0.459575,0.067302
6430628N08Rik,ENSMUSG00000034185.9,0,0,0,0,0,0,0,0,0,0.328529,0,0,0
6820408C15Rik,ENSMUSG00000032680.11,0.574323,0,0.231991,0,0,0,0,0.053907,0,1.24421,0.474636,0,0.053907
7420426K07Rik,ENSMUSG00000074123.1,0,0,0,0,0,0,0,0,0,0,0,0,0
7530416G11Rik,ENSMUSG00000096607.1,0.072057,0,0,0,0,0,0,0,0,0,0,0,0
8030462N17Rik,ENSMUSG00000047466.10,19.9779,6.74891,14.4923,9.62168,10.6657,11.1097,12.9366,9.41731,13.2161,14.3967,14.9763,6.94433,9.41731
8030474K03Rik,ENSMUSG00000046774.17,0,0,0,0,0,0,0,0.144449,0,1.66945,0,0,0.144449
9030025P20Rik,ENSMUSG00000116953.1,4.42565,1.86833,2.15787,0.076817,2.5556,14.7885,2.38473,7.82683,1.79082,4.82427,3.29127,21.2028,7.82683
9030624G23Rik,ENSMUSG00000073158.4,9.37525,4.11454,5.44816,0.920872,4.52496,0.278676,4.70782,12.7054,3.25936,4.29884,10.2218,1.64125,12.7054
9130008F23Rik,ENSMUSG00000054951.3,0,2.89109,3.42533,0.559467,2.53962,0,2.41452,0,0,0,0,0,0
9130019O22Rik,ENSMUSG00000030823.6,3.31705,0.034988,1.18388,1.31131,1.53704,1.75806,2.80488,4.4996,0.801629,0.931532,0.268935,2.0639,4.4996
9130023H24Rik,ENSMUSG00000062944.4,3.9632,3.02763,3.58456,4.26731,2.92149,3.22736,2.98315,3.61441,2.4678,0.772281,1.57154,2.47648,3.61441
9130230L23Rik,ENSMUSG00000054598.13,0,0,0,0.048148,0.059014,0,0,0,0,0,0,0,0
9130401M01Rik,ENSMUSG00000101892.1,26.0474,52.3159,61.1713,28.6302,29.7365,22.7966,27.226,28.3509,51.79,67.6493,35.6603,33.7239,28.3509
9130409I23Rik,ENSMUSG00000038768.8,0,0,0,0.035814,0.087782,0.037149,0.03986,0,0,0,0,0,0
9230102O04Rik,ENSMUSG00000079602.2,0,0,0,0,0,2.84548,0,0,0,0,0,0.219522,0
9230112D13Rik,ENSMUSG00000021797.2,0,0,0,0,0,0.526121,0,0,0,0,0,0,0
9330159F19Rik,ENSMUSG00000004360.9,11.7969,0.027522,0.389959,1.79579,0.827048,0.022725,0.389563,0.029705,0.146123,5.65726,15.1224,0,0.029705
9330182L06Rik,ENSMUSG00000056004.16,39.619,0,3.56516,0,4.31065,0,7.66829,0,0,13.222,1.06601,1.26996,0
9330182O14Rik,ENSMUSG00000094112.2,0,0,0,0,0,0.974487,0,0,0,0,0,0,0
9430015G10Rik,ENSMUSG00000059939.13,46.0373,8.40432,55.3925,9.31134,13.5567,46.9335,28.1826,44.4394,19.803,20.6319,44.8284,11.9664,44.4394
9430038I01Rik,ENSMUSG00000040139.14,11.0355,4.92305,6.85967,11.2376,8.06341,17.511,2.61979,15.5396,3.45621,4.88603,3.89448,5.84858,15.5396
9430069I07Rik,ENSMUSG00000094447.2,0,0,0,0,0,0.317332,0,2.01156,0,0,2.33809,2.21922,2.01156
9530002B09Rik,ENSMUSG00000023263.3,0,0,0,0,0,0,0,0,0,0,0,0,0
9530003J23Rik,ENSMUSG00000020177.12,0,0.510981,0,0,0,0,0,0,0,0,0.166218,0,0
9530053A07Rik,ENSMUSG00000078776.9,0.102748,0.130872,0.43235,3.8347,0.019636,0,0,0,0.044557,0,0,0.010339,0
9530068E07Rik,ENSMUSG00000036275.13,53.5704,252.105,245.945,123.546,162.171,60.4014,124.408,103.291,140.022,92.668,35.0378,141.141,103.291
9530077C05Rik,ENSMUSG00000036411.10,3.6239,1.77096,6.00486,1.16433,0.471383,2.66642,1.47265,0.398341,3.06002,1.53388,0.454304,0.116649,0.398341
9830107B12Rik,ENSMUSG00000073386.5,0,0.187477,0.110455,0.218285,0.089147,0.040675,0.242823,0.048002,0.040351,0,0,0,0.048002
9930012K11Rik,ENSMUSG00000044551.13,0.834209,14.9671,4.95179,3.68027,5.6197,4.31956,2.22603,6.67567,17.6202,2.58439,4.53308,2.7701,6.67567
9930021J03Rik,ENSMUSG00000046138.15,4.46715,4.52433,5.20633,2.3484,4.67061,2.51577,4.62047,3.76568,2.94478,1.5962,2.79033,1.92626,3.76568
9930104L06Rik,ENSMUSG00000044730.17,12.0473,5.35897,8.2802,3.68529,8.19656,3.75176,5.5533,9.91339,5.12253,4.10148,2.77094,4.74765,9.91339
9930111J21Rik1,ENSMUSG00000069893.10,0.019685,2.64017,4.09639,0.078013,0.109079,0.143419,0,1.60098,0.062783,0.019143,0.019534,4.88995,1.60098
a,ENSMUSG00000027596.10,0,0,0,0,0,0,0,0,0.127363,0,0,0.443246,0
A130010J15Rik,ENSMUSG00000079144.7,14.1577,7.46657,10.4885,7.3349,11.326,6.19798,4.74054,8.50855,4.07872,4.3381,7.73074,4.98604,8.50855
A1bg,ENSMUSG00000022347.8,0,0,0,0,0,0,0,0,0,0,0,0,0
A1cf,ENSMUSG00000052595.8,6.47027,0,0,0,0,0,0,0,0,0,0,0.085521,0
A230072I06Rik,ENSMUSG00000074473.1,0,0,0,0,0,0,0,0,0,0,0,0.095444,0
A26c2,ENSMUSG00000109344.1,0,0,0,0,0,0,0,0,0,0,0,0,0
A26c3,ENSMUSG00000027157.10,0,0,0,0,0,0,0,0,0,0,0,0,0
A2m,ENSMUSG00000030111.9,0.032464,0,0,0,0.034198,0,0,0,0,0,56.3573,0,0
A2ml1,ENSMUSG00000047228.9,0.09546,0.034385,0,0.027407,0.033545,0,0,0,0,0,0,0,0
A330070K13Rik,ENSMUSG00000052014.6,0,0,0,0,0,0,0,0,0,0,0,0,0
A3galt2,ENSMUSG00000028794.13,0.098127,0,0.0904,0.019246,0.070672,0.079811,0.064241,0.0254,0.279728,0.151828,0.237255,0.099111,0.0254
A430005L14Rik,ENSMUSG00000047613.10,75.1445,22.0318,44.3263,16.2738,21.0844,103.393,23.55,54.3668,24.3067,37.7234,14.9469,23.6504,54.3668
A430033K04Rik,ENSMUSG00000056014.15,5.74217,3.30535,6.47937,3.55257,5.72459,8.63175,3.89067,8.14311,2.72932,7.99416,3.12791,0.225656,8.14311
A4galt,ENSMUSG00000047878.13,0.032089,0.175416,0.507474,0.092136,0.039451,0.036442,0.130539,0.050898,7.79804,9.3985,1.2135,0.041865,0.050898
A4gnt,ENSMUSG00000037953.7,0,0,0.033986,0,0,0,0,0,0.106246,0,0,0,0
A530016L24Rik,ENSMUSG00000043122.7,0.157817,0,2.8143,0.025119,1.47523,0,0,0,0,0.027275,0.405726,0,0
A530032D15Rik,ENSMUSG00000089844.7,1.38307,13.7451,0,0.054826,0.06039,5.37953,0.229011,0.150698,0,0,0,16.6468,0.150698
A530064D06Rik,ENSMUSG00000043939.15,0,0,0,0,0,0,0,0,0.040636,0,0,9.50759,0
A630001G21Rik,ENSMUSG00000052760.16,0,1.26876,0.074161,0,8.31203,18.8873,2.85123,14.1644,2.08062,0.459653,0.152803,12.3404,14.1644
A630010A05Rik,ENSMUSG00000075395.11,0,0,0,0,0,0,0,0,0,0,0,0,0
A630023A22Rik,ENSMUSG00000095493.2,0,0.06968,0.079231,0,0,0,0,0,1.69639,0,0,0,0
A630073D07Rik,ENSMUSG00000067541.7,0,0,0,0,0,0,0,0,0,0,0,0,0
A630076J17Rik,ENSMUSG00000094613.2,0,0,0,0,0,0,0,0,0,0,0,0,0
A630095N17Rik,ENSMUSG00000096094.2,0,0,0,0,0,1.73728,0,0.507773,0,0,0.177265,0,0.507773
A730009L09Rik,ENSMUSG00000110358.1,0,0,0,0,0,0,0,0,0,0,0,0,0
A730046J19Rik,ENSMUSG00000085139.1,0,0,0,0,0,0.170003,0,0,0,0,0,0,0
A730049H05Rik,ENSMUSG00000048636.7,0,0,0,0,0,0,15.1279,0,0.099579,0.162978,1.23522,0,0
A830005F24Rik,ENSMUSG00000053181.1,2.52712,0.74306,0.854709,0.600335,1.34135,0.313894,0.670358,1.74764,0,0.84482,0.231306,1.41753,1.74764
A830018L16Rik,ENSMUSG00000057715.13,0.228367,0.026013,0.191207,0.020418,0.050678,0.043058,0.023146,0.048063,0.03453,0.083639,4.09497,0.013343,0.048063
A830031A19Rik,ENSMUSG00000055010.1,0,0,0,0,0,0,0,0,0,0,0,0,0
A930004D18Rik,ENSMUSG00000054057.2,4.06198,3.4868,2.26826,0.924454,2.34883,0.593448,3.29839,0,3.90049,0.309705,0.741216,0.773039,0
A930009A15Rik,ENSMUSG00000092210.1,0,0,0,0,0,0,0,0,0,0,0,0,0
A930017K11Rik,ENSMUSG00000025727.8,0.060653,0.032757,0.2969,0,0,0,0,0,0,0.11356,0.21111,0.033699,0
A930018P22Rik,ENSMUSG00000032671.5,0,0,0,0,0,0,0,0,0,0.102517,0,0,0
A930033H14Rik,ENSMUSG00000090622.1,3.8435,0.419233,1.14488,0.579897,0.959076,0,1.99963,0,0.272009,0.336996,0.520712,0.170997,0
AA467197,ENSMUSG00000033213.16,4.62254,0,0.14053,0,10.7188,0,20.531,0,6.9098,2.58408,1.41725,1.2835,0
AA792892,ENSMUSG00000073497.6,0.171,0,0.093818,0.312202,0.127031,0.108968,0.645438,0,0.113859,0,0.040337,0,0
AA986860,ENSMUSG00000042510.7,0.927517,0.427824,2.03212,48.8162,0.992039,0.334877,1.36586,1.31143,0.905908,1.01941,0.477874,1.40364,1.31143
Aaas,ENSMUSG00000036678.8,67.0906,53.2435,156.689,51.311,88.4163,83.8662,30.6981,91.2943,81.4521,26.8962,89.0818,46.5605,91.2943
Aacs,ENSMUSG00000029482.4,36.4692,48.2381,33.3827,30.0689,13.1432,16.8221,12.5384,48.1691,17.9547,11.3418,3.81433,12.9759,48.1691
Aadac,ENSMUSG00000027761.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl2,ENSMUSG00000091376.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl2fm1,ENSMUSG00000036951.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl2fm2,ENSMUSG00000090527.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl2fm3,ENSMUSG00000095522.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl3,ENSMUSG00000078507.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl4,ENSMUSG00000070609.3,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl4fm1,ENSMUSG00000028593.5,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl4fm2,ENSMUSG00000078506.1,0,0,0,0,0,0,0,0,0,0,0,0,0
AAdacl4fm3,ENSMUSG00000041735.8,0,0,0.274312,0.532656,0,0,0.065127,0,0,0,0,0,0
Aadacl4fm4,ENSMUSG00000078505.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aadacl4fm5,ENSMUSG00000078504.2,0,0,0,0.097968,0,0,0,0,0,0,0,0,0
Aadat,ENSMUSG00000057228.6,0.251453,0,0.09621,1.03605,0,0,0.048234,0,0,0,0.301019,0,0
